Year,Quarter,LGA (Local Government Areas),Dwelling Types,Bedroom Numbers,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2015,2,Liverpool,House,3 Bedrooms,400,450,500,-,-,0.0,1.1,-,-
2015,2,Penrith,House,3 Bedrooms,380,410,440,-,-,0.0,3.8,-,-
2015,2,Pittwater,House,3 Bedrooms,725,820,900,-,-,0.3,1.9,-,-
2015,2,Sutherland,House,3 Bedrooms,570,630,695,-,-,5.0,5.0,-,-
2015,2,Warringah,House,3 Bedrooms,730,795,850,-,-,-0.6,-0.3,-,-
2015,2,Wollondilly,House,3 Bedrooms,368,405,478,-,-,6.6,6.6,-,-
2015,2,Wyong,House,3 Bedrooms,350,380,400,-,-,2.7,5.6,-,-
2015,2,Cessnock,House,2 Bedrooms,230,250,280,-,-,-3.8,-3.8,-,-
2015,2,Kiama,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2015,2,Lake Macquarie,House,2 Bedrooms,310,340,355,-,-,3.0,3.0,-,-
2015,2,Maitland,House,2 Bedrooms,270,300,315,-,-,0.0,0.0,-,-
2015,2,Newcastle,House,2 Bedrooms,330,350,400,-,-,-4.1,0.0,-,-
2015,2,Port Stephens,House,2 Bedrooms,280,300,320,-,-,-6.3,2.6,-,-
2015,2,Shellharbour,House,2 Bedrooms,330,350,370,-,-,0.0,0.0,-,-
2015,2,Wollongong,House,2 Bedrooms,340,360,420,-,-,-5.3,5.9,-,-
2015,2,Cessnock,House,3 Bedrooms,278,300,330,-,-,0.0,0.0,-,-
2015,2,Kiama,House,3 Bedrooms,420,450,515,-,-,-4.3,0.0,-,-
2015,2,Lake Macquarie,House,3 Bedrooms,350,380,410,-,-,0.0,0.0,-,-
2015,2,Maitland,House,3 Bedrooms,310,340,360,-,-,3.0,0.0,-,-
2015,2,Newcastle,House,3 Bedrooms,370,400,450,-,-,0.0,0.0,-,-
2015,2,Port Stephens,House,3 Bedrooms,320,350,380,-,-,0.0,0.0,-,-
2015,2,Shellharbour,House,3 Bedrooms,380,413,450,-,-,0.6,4.4,-,-
2015,2,Wollongong,House,3 Bedrooms,380,440,500,-,-,4.8,10.0,-,-
2015,2,Ashfield,Flat/Unit,1 Bedroom,330,370,400,-,-,0.0,2.8,-,-
2015,2,Botany Bay,Flat/Unit,1 Bedroom,480,530,570,-,-,1.9,14.0,-,-
2015,2,Lane Cove,Flat/Unit,1 Bedroom,420,485,560,-,-,-2.0,-2.5,-,-
2015,2,Leichhardt,Flat/Unit,1 Bedroom,385,428,500,-,-,1.8,-2.8,-,-
2015,2,Marrickville,Flat/Unit,1 Bedroom,350,400,475,-,-,0.0,0.0,-,-
2015,2,Mosman,Flat/Unit,1 Bedroom,420,465,525,-,-,3.3,3.3,-,-
2015,2,North Sydney,Flat/Unit,1 Bedroom,450,500,550,-,-,4.2,4.2,-,-
2015,2,Randwick,Flat/Unit,1 Bedroom,425,490,530,-,-,1.0,4.3,-,-
2015,2,Sydney,Flat/Unit,1 Bedroom,490,550,620,-,-,1.9,0.0,-,-
2015,2,Waverley,Flat/Unit,1 Bedroom,450,513,600,-,-,-0.5,2.5,-,-
2015,2,Woollahra,Flat/Unit,1 Bedroom,430,480,583,-,-,-1.0,-3.0,-,-
2015,2,Ashfield,Flat/Unit,2 Bedrooms,420,450,500,-,-,0.0,0.0,-,-
2015,2,Botany Bay,Flat/Unit,2 Bedrooms,500,640,680,-,-,6.7,33.3,-,-
2015,2,Lane Cove,Flat/Unit,2 Bedrooms,470,515,580,-,-,1.0,4.0,-,-
2015,2,Leichhardt,Flat/Unit,2 Bedrooms,500,600,725,-,-,-5.5,0.0,-,-
2015,2,Marrickville,Flat/Unit,2 Bedrooms,445,490,560,-,-,2.1,4.3,-,-
2015,2,Mosman,Flat/Unit,2 Bedrooms,550,628,750,-,-,4.6,4.6,-,-
2015,2,North Sydney,Flat/Unit,2 Bedrooms,565,640,725,-,-,1.6,1.6,-,-
2015,2,Randwick,Flat/Unit,2 Bedrooms,540,593,650,-,-,-0.4,2.2,-,-
2015,2,Sydney,Flat/Unit,2 Bedrooms,650,730,825,-,-,1.4,1.4,-,-
2015,2,Waverley,Flat/Unit,2 Bedrooms,600,680,790,-,-,-2.2,0.0,-,-
2015,2,Woollahra,Flat/Unit,2 Bedrooms,620,690,800,-,-,2.2,2.2,-,-
2015,2,Auburn,Flat/Unit,1 Bedroom,430,450,480,-,-,2.3,2.3,-,-
2015,2,Bankstown,Flat/Unit,1 Bedroom,240,277,330,-,-,-0.9,-4.5,-,-
2015,2,Burwood,Flat/Unit,1 Bedroom,350,400,490,-,-,-7.0,-2.4,-,-
2015,2,Canterbury,Flat/Unit,1 Bedroom,295,330,400,-,-,10.0,10.0,-,-
2015,2,Canada Bay,Flat/Unit,1 Bedroom,495,515,540,-,-,3.0,3.0,-,-
2015,2,Hunters Hill,Flat/Unit,1 Bedroom,343,368,470,-,-,-6.4,-,-,-
2015,2,Hurstville,Flat/Unit,1 Bedroom,330,400,450,-,-,0.0,5.3,-,-
2015,2,Kogarah,Flat/Unit,1 Bedroom,340,423,450,-,-,1.2,15.8,-,-
2015,2,Ku-ring-gai,Flat/Unit,1 Bedroom,450,485,500,-,-,1.0,2.1,-,-
2015,2,Manly,Flat/Unit,1 Bedroom,450,530,580,-,-,1.0,0.0,-,-
2015,2,Parramatta,Flat/Unit,1 Bedroom,300,350,400,-,-,-5.4,-7.9,-,-
2015,2,Rockdale,Flat/Unit,1 Bedroom,390,450,493,-,-,0.0,0.0,-,-
2015,2,Ryde,Flat/Unit,1 Bedroom,370,450,500,-,-,-4.3,9.8,-,-
2015,2,Strathfield,Flat/Unit,1 Bedroom,360,393,430,-,-,-1.9,-1.9,-,-
2015,2,Willoughby,Flat/Unit,1 Bedroom,480,520,560,-,-,0.2,4.0,-,-
2015,2,Auburn,Flat/Unit,2 Bedrooms,380,470,550,-,-,-2.1,0.0,-,-
2015,2,Bankstown,Flat/Unit,2 Bedrooms,380,400,430,-,-,0.0,1.3,-,-
2015,2,Burwood,Flat/Unit,2 Bedrooms,450,520,563,-,-,0.0,4.0,-,-
2015,2,Canterbury,Flat/Unit,2 Bedrooms,350,380,420,-,-,0.0,2.7,-,-
2015,2,Canada Bay,Flat/Unit,2 Bedrooms,530,620,670,-,-,1.6,3.3,-,-
2015,2,Hunters Hill,Flat/Unit,2 Bedrooms,480,550,650,-,-,-,0.0,-,-
2015,2,Hurstville,Flat/Unit,2 Bedrooms,400,440,495,-,-,2.3,4.8,-,-
2015,2,Kogarah,Flat/Unit,2 Bedrooms,425,463,515,-,-,0.5,7.6,-,-
2015,2,Ku-ring-gai,Flat/Unit,2 Bedrooms,540,600,650,-,-,-1.6,0.0,-,-
2015,2,Manly,Flat/Unit,2 Bedrooms,600,700,850,-,-,1.4,7.7,-,-
2015,2,Parramatta,Flat/Unit,2 Bedrooms,400,430,480,-,-,2.4,2.4,-,-
2015,2,Rockdale,Flat/Unit,2 Bedrooms,450,510,570,-,-,2.0,13.3,-,-
2015,2,Ryde,Flat/Unit,2 Bedrooms,425,480,580,-,-,6.7,9.1,-,-
2015,2,Strathfield,Flat/Unit,2 Bedrooms,450,490,540,-,-,0.0,2.1,-,-
2015,2,Willoughby,Flat/Unit,2 Bedrooms,550,600,695,-,-,-5.9,0.0,-,-
2015,2,The Hills Shire,Flat/Unit,1 Bedroom,295,388,445,-,-,-3.1,7.6,-,-
2015,2,Blacktown,Flat/Unit,1 Bedroom,240,270,310,-,-,3.8,8.0,-,-
2015,2,Blue Mountains,Flat/Unit,1 Bedroom,220,250,275,-,-,1.0,3.1,-,-
2015,2,Camden,Flat/Unit,1 Bedroom,253,295,340,-,-,-,-,-,-
2015,2,Campbelltown,Flat/Unit,1 Bedroom,240,270,320,-,-,-4.4,-3.6,-,-
2015,2,Fairfield,Flat/Unit,1 Bedroom,240,265,280,-,-,1.9,6.0,-,-
2015,2,Gosford,Flat/Unit,1 Bedroom,240,260,295,-,-,0.0,4.0,-,-
2015,2,Hawkesbury,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2015,2,Holroyd,Flat/Unit,1 Bedroom,280,328,378,-,-,2.3,9.2,-,-
2015,2,Hornsby,Flat/Unit,1 Bedroom,355,410,440,-,-,5.1,3.8,-,-
2015,2,Liverpool,Flat/Unit,1 Bedroom,250,270,360,-,-,0.0,8.0,-,-
2015,2,Penrith,Flat/Unit,1 Bedroom,235,250,258,-,-,2.0,0.0,-,-
2015,2,Pittwater,Flat/Unit,1 Bedroom,350,398,450,-,-,0.6,-0.6,-,-
2015,2,Sutherland,Flat/Unit,1 Bedroom,320,350,400,-,-,-2.8,0.0,-,-
2015,2,Warringah,Flat/Unit,1 Bedroom,400,430,470,-,-,1.2,0.0,-,-
2015,2,Wollondilly,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2015,2,Wyong,Flat/Unit,1 Bedroom,200,225,250,-,-,-6.3,2.3,-,-
2015,2,The Hills Shire,Flat/Unit,2 Bedrooms,460,510,550,-,-,0.0,4.1,-,-
2015,2,Blacktown,Flat/Unit,2 Bedrooms,330,370,400,-,-,2.8,5.7,-,-
2015,2,Blue Mountains,Flat/Unit,2 Bedrooms,270,305,360,-,-,1.7,0.0,-,-
2015,2,Camden,Flat/Unit,2 Bedrooms,350,405,420,-,-,5.2,5.2,-,-
2015,2,Campbelltown,Flat/Unit,2 Bedrooms,300,345,400,-,-,7.8,11.3,-,-
2015,2,Fairfield,Flat/Unit,2 Bedrooms,300,320,350,-,-,-1.5,3.2,-,-
2015,2,Gosford,Flat/Unit,2 Bedrooms,300,330,370,-,-,-2.9,3.1,-,-
2015,2,Hawkesbury,Flat/Unit,2 Bedrooms,285,305,320,-,-,5.2,3.4,-,-
2015,2,Holroyd,Flat/Unit,2 Bedrooms,370,395,420,-,-,-1.3,-1.3,-,-
2015,2,Hornsby,Flat/Unit,2 Bedrooms,450,490,540,-,-,2.1,4.3,-,-
2015,2,Liverpool,Flat/Unit,2 Bedrooms,310,340,400,-,-,0.0,-2.9,-,-
2015,2,Penrith,Flat/Unit,2 Bedrooms,280,300,330,-,-,0.0,0.0,-,-
2015,2,Pittwater,Flat/Unit,2 Bedrooms,500,550,630,-,-,-1.8,5.8,-,-
2015,2,Sutherland,Flat/Unit,2 Bedrooms,420,450,500,-,-,0.0,4.7,-,-
2015,2,Warringah,Flat/Unit,2 Bedrooms,510,565,603,-,-,2.7,2.7,-,-
2015,2,Wollondilly,Flat/Unit,2 Bedrooms,300,310,330,-,-,10.7,-,-,-
2015,2,Wyong,Flat/Unit,2 Bedrooms,270,300,340,-,-,0.0,0.0,-,-
2015,2,Cessnock,Flat/Unit,1 Bedroom,175,183,195,-,-,4.3,-1.4,-,-
2015,2,Kiama,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2015,2,Lake Macquarie,Flat/Unit,1 Bedroom,182,203,230,-,-,-12.9,-10.0,-,-
2015,2,Maitland,Flat/Unit,1 Bedroom,170,180,190,-,-,-10.0,-5.3,-,-
2015,2,Newcastle,Flat/Unit,1 Bedroom,220,270,325,-,-,-3.6,0.0,-,-
2015,2,Port Stephens,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2015,2,Shellharbour,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2015,2,Wollongong,Flat/Unit,1 Bedroom,220,250,290,-,-,0.0,8.7,-,-
2015,2,Cessnock,Flat/Unit,2 Bedrooms,240,250,275,-,-,0.0,0.0,-,-
2015,2,Kiama,Flat/Unit,2 Bedrooms,320,363,400,-,-,9.8,13.3,-,-
2015,2,Lake Macquarie,Flat/Unit,2 Bedrooms,280,310,340,-,-,0.0,3.3,-,-
2015,2,Maitland,Flat/Unit,2 Bedrooms,250,260,285,-,-,1.6,0.0,-,-
2015,2,Newcastle,Flat/Unit,2 Bedrooms,310,360,420,-,-,2.9,2.9,-,-
2015,2,Port Stephens,Flat/Unit,2 Bedrooms,250,270,290,-,-,-1.8,-3.6,-,-
2015,2,Shellharbour,Flat/Unit,2 Bedrooms,275,300,340,-,-,3.4,3.4,-,-
2015,2,Wollongong,Flat/Unit,2 Bedrooms,300,335,390,-,-,-1.5,4.7,-,-
2015,2,Goulburn - Yass,Total,2 Bedrooms,-,230,-,-,-,0.0,3.4,-,-
2015,2,Queanbeyan,Total,2 Bedrooms,-,293,-,-,-,0.9,-5.6,-,-
2015,2,Snowy Mountains,Total,2 Bedrooms,-,505,-,-,-,119.6,17.1,-,-
2015,2,South Coast,Total,2 Bedrooms,-,240,-,-,-,-2.0,1.1,-,-
2015,2,Bathurst,Total,2 Bedrooms,-,240,-,-,-,-4.0,-4.0,-,-
2015,2,Lachlan Valley,Total,2 Bedrooms,-,175,-,-,-,-2.8,2.9,-,-
2015,2,Lithgow - Mudgee,Total,2 Bedrooms,-,250,-,-,-,5.3,0.0,-,-
2015,2,Orange,Total,2 Bedrooms,-,250,-,-,-,4.2,8.7,-,-
2015,2,Clarence Valley,Total,2 Bedrooms,-,240,-,-,-,-4.0,0.0,-,-
2015,2,Coffs Harbour,Total,2 Bedrooms,-,290,-,-,-,0.0,3.6,-,-
2015,2,Bourke - Cobar - Coonamble,Total,2 Bedrooms,-,180,-,-,-,-5.3,0.0,-,-
2015,2,Broken Hill and Far West,Total,2 Bedrooms,-,200,-,-,-,0.0,0.0,-,-
2015,2,Dubbo,Total,2 Bedrooms,-,228,-,-,-,8.3,3.4,-,-
2015,2,Lower Hunter,Total,2 Bedrooms,-,250,-,-,-,0.0,-3.8,-,-
2015,2,Upper Hunter,Total,2 Bedrooms,-,200,-,-,-,-5.9,0.0,-,-
2015,2,Great Lakes,Total,2 Bedrooms,-,250,-,-,-,4.2,0.0,-,-
2015,2,Kempsey - Nambucca,Total,2 Bedrooms,-,250,-,-,-,1.0,8.7,-,-
2015,2,Port Macquarie,Total,2 Bedrooms,-,300,-,-,-,3.4,6.2,-,-
2015,2,Taree - Gloucester,Total,2 Bedrooms,-,230,-,-,-,-2.1,2.2,-,-
2015,2,Albury,Total,2 Bedrooms,-,210,-,-,-,0.0,5.0,-,-
2015,2,Lower Murray,Total,2 Bedrooms,-,155,-,-,-,-1.6,0.0,-,-
2015,2,Upper Murray exc. Albury,Total,2 Bedrooms,-,175,-,-,-,-2.8,-1.4,-,-
2015,2,Armidale,Total,2 Bedrooms,-,240,-,-,-,0.0,4.3,-,-
2015,2,Inverell - Tenterfield,Total,2 Bedrooms,-,185,-,-,-,2.8,0.0,-,-
2015,2,Moree - Narrabri,Total,2 Bedrooms,-,200,-,-,-,9.6,17.6,-,-
2015,2,Tamworth - Gunnedah,Total,2 Bedrooms,-,240,-,-,-,-4.0,1.1,-,-
2015,2,Richmond Valley - Coastal,Total,2 Bedrooms,-,340,-,-,-,-1.4,7.1,-,-
2015,2,Richmond Valley - Hinterland,Total,2 Bedrooms,-,235,-,-,-,1.1,4.4,-,-
2015,2,Tweed Valley,Total,2 Bedrooms,-,320,-,-,-,0.0,6.7,-,-
2015,2,Griffith - Murrumbidgee (West),Total,2 Bedrooms,-,185,-,-,-,-7.5,-2.6,-,-
2015,2,Tumut - Tumbarumba,Total,2 Bedrooms,-,205,-,-,-,13.9,13.9,-,-
2015,2,Wagga Wagga,Total,2 Bedrooms,-,230,-,-,-,0.0,0.0,-,-
2015,2,Shoalhaven,Total,2 Bedrooms,-,275,-,-,-,1.9,5.8,-,-
2015,2,Southern Highlands,Total,2 Bedrooms,-,310,-,-,-,-3.1,0.0,-,-
2015,2,Goulburn - Yass,Total,3 Bedrooms,-,298,-,-,-,2.6,2.6,-,-
2015,2,Queanbeyan,Total,3 Bedrooms,-,400,-,-,-,-2.4,-4.8,-,-
2015,2,Snowy Mountains,Total,3 Bedrooms,-,400,-,-,-,42.9,1.3,-,-
2015,2,South Coast,Total,3 Bedrooms,-,320,-,-,-,0.0,6.7,-,-
2015,2,Bathurst,Total,3 Bedrooms,-,300,-,-,-,-6.3,0.0,-,-
2015,2,Lachlan Valley,Total,3 Bedrooms,-,230,-,-,-,4.5,0.0,-,-
2015,2,Lithgow - Mudgee,Total,3 Bedrooms,-,280,-,-,-,-6.7,-6.7,-,-
2015,2,Orange,Total,3 Bedrooms,-,300,-,-,-,0.0,0.0,-,-
2015,2,Clarence Valley,Total,3 Bedrooms,-,300,-,-,-,0.0,3.4,-,-
2015,2,Coffs Harbour,Total,3 Bedrooms,-,375,-,-,-,0.0,4.2,-,-
2015,2,Bourke - Cobar - Coonamble,Total,3 Bedrooms,-,220,-,-,-,-12.0,0.0,-,-
2015,2,Broken Hill and Far West,Total,3 Bedrooms,-,250,-,-,-,13.6,8.7,-,-
2015,2,Dubbo,Total,3 Bedrooms,-,295,-,-,-,1.7,1.7,-,-
2015,2,Lower Hunter,Total,3 Bedrooms,-,300,-,-,-,0.0,-3.2,-,-
2015,2,Upper Hunter,Total,3 Bedrooms,-,250,-,-,-,0.0,-7.4,-,-
2015,2,Great Lakes,Total,3 Bedrooms,-,350,-,-,-,0.0,6.1,-,-
2015,2,Kempsey - Nambucca,Total,3 Bedrooms,-,320,-,-,-,6.7,8.5,-,-
2015,2,Port Macquarie,Total,3 Bedrooms,-,390,-,-,-,2.6,5.4,-,-
2015,2,Taree - Gloucester,Total,3 Bedrooms,-,300,-,-,-,1.7,3.4,-,-
2015,2,Albury,Total,3 Bedrooms,-,290,-,-,-,-3.3,3.6,-,-
2015,2,Lower Murray,Total,3 Bedrooms,-,200,-,-,-,-9.1,0.0,-,-
2015,2,Upper Murray exc. Albury,Total,3 Bedrooms,-,250,-,-,-,-3.8,0.0,-,-
2015,2,Armidale,Total,3 Bedrooms,-,320,-,-,-,-4.5,0.0,-,-
2015,2,Inverell - Tenterfield,Total,3 Bedrooms,-,250,-,-,-,0.0,0.0,-,-
2015,2,Moree - Narrabri,Total,3 Bedrooms,-,300,-,-,-,3.4,0.0,-,-
2015,2,Tamworth - Gunnedah,Total,3 Bedrooms,-,300,-,-,-,-3.2,0.0,-,-
2015,2,Richmond Valley - Coastal,Total,3 Bedrooms,-,450,-,-,-,0.0,2.9,-,-
2015,2,Richmond Valley - Hinterland,Total,3 Bedrooms,-,300,-,-,-,0.0,1.7,-,-
2015,2,Tweed Valley,Total,3 Bedrooms,-,400,-,-,-,0.0,5.3,-,-
2015,2,Griffith - Murrumbidgee (West),Total,3 Bedrooms,-,270,-,-,-,3.8,8.0,-,-
2015,2,Tumut - Tumbarumba,Total,3 Bedrooms,-,250,-,-,-,8.7,8.7,-,-
2015,2,Wagga Wagga,Total,3 Bedrooms,-,290,-,-,-,-3.3,3.6,-,-
2015,2,Shoalhaven,Total,3 Bedrooms,-,320,-,-,-,-3.0,6.7,-,-
2015,2,Southern Highlands,Total,3 Bedrooms,-,400,-,-,-,2.6,3.9,-,-
2015,2,Goulburn - Yass,House,3 Bedrooms,-,290,-,-,-,0.0,0.0,-,-
2015,2,Queanbeyan,House,3 Bedrooms,-,380,-,-,-,-9.5,-2.6,-,-
2015,2,Snowy Mountains,House,3 Bedrooms,-,280,-,-,-,3.7,-5.9,-,-
2015,2,South Coast,House,3 Bedrooms,-,330,-,-,-,3.1,10.0,-,-
2015,2,Bathurst,House,3 Bedrooms,-,300,-,-,-,-6.3,0.0,-,-
2015,2,Lachlan Valley,House,3 Bedrooms,-,230,-,-,-,2.2,0.0,-,-
2015,2,Lithgow - Mudgee,House,3 Bedrooms,-,280,-,-,-,-6.7,-6.7,-,-
2015,2,Orange,House,3 Bedrooms,-,300,-,-,-,0.0,0.0,-,-
2015,2,Clarence Valley,House,3 Bedrooms,-,300,-,-,-,0.0,3.4,-,-
2015,2,Coffs Harbour,House,3 Bedrooms,-,375,-,-,-,0.7,7.1,-,-
2015,2,Bourke - Cobar - Coonamble,House,3 Bedrooms,-,225,-,-,-,-13.5,12.5,-,-
2015,2,Broken Hill and Far West,House,3 Bedrooms,-,250,-,-,-,14.9,8.7,-,-
2015,2,Dubbo,House,3 Bedrooms,-,290,-,-,-,1.8,3.6,-,-
2015,2,Lower Hunter,House,3 Bedrooms,-,300,-,-,-,0.0,0.0,-,-
2015,2,Upper Hunter,House,3 Bedrooms,-,255,-,-,-,2.0,-1.9,-,-
2015,2,Great Lakes,House,3 Bedrooms,-,350,-,-,-,-2.8,6.1,-,-
2015,2,Kempsey - Nambucca,House,3 Bedrooms,-,320,-,-,-,6.7,10.3,-,-
2015,2,Port Macquarie,House,3 Bedrooms,-,395,-,-,-,1.3,6.8,-,-
2015,2,Taree - Gloucester,House,3 Bedrooms,-,290,-,-,-,-1.7,0.0,-,-
2015,2,Albury,House,3 Bedrooms,-,290,-,-,-,0.0,3.6,-,-
2015,2,Lower Murray,House,3 Bedrooms,-,205,-,-,-,-4.7,2.5,-,-
2015,2,Upper Murray exc. Albury,House,3 Bedrooms,-,255,-,-,-,-1.0,0.0,-,-
2015,2,Armidale,House,3 Bedrooms,-,320,-,-,-,-5.9,0.0,-,-
2015,2,Inverell - Tenterfield,House,3 Bedrooms,-,250,-,-,-,0.0,0.0,-,-
2015,2,Moree - Narrabri,House,3 Bedrooms,-,300,-,-,-,0.0,-6.3,-,-
2015,2,Tamworth - Gunnedah,House,3 Bedrooms,-,300,-,-,-,-3.2,0.0,-,-
2015,2,Richmond Valley - Coastal,House,3 Bedrooms,-,440,-,-,-,-2.2,2.3,-,-
2015,2,Richmond Valley - Hinterland,House,3 Bedrooms,-,300,-,-,-,0.0,0.0,-,-
2015,2,Tweed Valley,House,3 Bedrooms,-,423,-,-,-,0.6,5.6,-,-
2015,2,Griffith - Murrumbidgee (West),House,3 Bedrooms,-,270,-,-,-,0.0,8.0,-,-
2015,2,Tumut - Tumbarumba,House,3 Bedrooms,-,255,-,-,-,4.1,10.9,-,-
2015,2,Wagga Wagga,House,3 Bedrooms,-,283,-,-,-,-5.8,0.9,-,-
2015,2,Shoalhaven,House,3 Bedrooms,-,320,-,-,-,0.0,6.7,-,-
2015,2,Southern Highlands,House,3 Bedrooms,-,400,-,-,-,5.3,6.7,-,-
2015,2,Goulburn - Yass,Flat/Unit,2 Bedrooms,-,210,-,-,-,-4.5,0.0,-,-
2015,2,Queanbeyan,Flat/Unit,2 Bedrooms,-,250,-,-,-,-2.0,-12.3,-,-
2015,2,Snowy Mountains,Flat/Unit,2 Bedrooms,-,550,-,-,-,141.8,4.8,-,-
2015,2,South Coast,Flat/Unit,2 Bedrooms,-,230,-,-,-,0.0,3.6,-,-
2015,2,Bathurst,Flat/Unit,2 Bedrooms,-,225,-,-,-,-10.0,-6.3,-,-
2015,2,Lachlan Valley,Flat/Unit,2 Bedrooms,-,165,-,-,-,0.0,3.1,-,-
2015,2,Lithgow - Mudgee,Flat/Unit,2 Bedrooms,-,240,-,-,-,-4.0,-4.0,-,-
2015,2,Orange,Flat/Unit,2 Bedrooms,-,240,-,-,-,4.3,4.3,-,-
2015,2,Clarence Valley,Flat/Unit,2 Bedrooms,-,228,-,-,-,-9.0,3.4,-,-
2015,2,Coffs Harbour,Flat/Unit,2 Bedrooms,-,278,-,-,-,-0.9,2.8,-,-
2015,2,Bourke - Cobar - Coonamble,Flat/Unit,2 Bedrooms,-,180,-,-,-,0.0,5.9,-,-
2015,2,Broken Hill and Far West,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2015,2,Dubbo,Flat/Unit,2 Bedrooms,-,205,-,-,-,2.5,-5.7,-,-
2015,2,Lower Hunter,Flat/Unit,2 Bedrooms,-,250,-,-,-,2.0,0.0,-,-
2015,2,Upper Hunter,Flat/Unit,2 Bedrooms,-,185,-,-,-,-11.9,0.0,-,-
2015,2,Great Lakes,Flat/Unit,2 Bedrooms,-,250,-,-,-,4.2,4.2,-,-
2015,2,Kempsey - Nambucca,Flat/Unit,2 Bedrooms,-,240,-,-,-,9.1,9.1,-,-
2015,2,Port Macquarie,Flat/Unit,2 Bedrooms,-,290,-,-,-,3.6,7.4,-,-
2015,2,Taree - Gloucester,Flat/Unit,2 Bedrooms,-,220,-,-,-,0.0,10.0,-,-
2015,2,Albury,Flat/Unit,2 Bedrooms,-,190,-,-,-,-7.3,4.1,-,-
2015,2,Lower Murray,Flat/Unit,2 Bedrooms,-,155,-,-,-,3.3,3.3,-,-
2015,2,Upper Murray exc. Albury,Flat/Unit,2 Bedrooms,-,165,-,-,-,-8.3,-2.9,-,-
2015,2,Armidale,Flat/Unit,2 Bedrooms,-,240,-,-,-,4.3,4.3,-,-
2015,2,Inverell - Tenterfield,Flat/Unit,2 Bedrooms,-,170,-,-,-,-2.9,3.0,-,-
2015,2,Moree - Narrabri,Flat/Unit,2 Bedrooms,-,180,-,-,-,0.0,9.1,-,-
2015,2,Tamworth - Gunnedah,Flat/Unit,2 Bedrooms,-,235,-,-,-,-3.1,2.2,-,-
2015,2,Richmond Valley - Coastal,Flat/Unit,2 Bedrooms,-,320,-,-,-,0.0,6.7,-,-
2015,2,Richmond Valley - Hinterland,Flat/Unit,2 Bedrooms,-,225,-,-,-,2.3,7.1,-,-
2015,2,Tweed Valley,Flat/Unit,2 Bedrooms,-,310,-,-,-,0.0,3.3,-,-
2015,2,Griffith - Murrumbidgee (West),Flat/Unit,2 Bedrooms,-,185,-,-,-,-2.6,5.7,-,-
2015,2,Tumut - Tumbarumba,Flat/Unit,2 Bedrooms,-,195,-,-,-,2.6,14.7,-,-
2015,2,Wagga Wagga,Flat/Unit,2 Bedrooms,-,220,-,-,-,0.0,0.0,-,-
2015,2,Shoalhaven,Flat/Unit,2 Bedrooms,-,265,-,-,-,-1.9,6.0,-,-
2015,2,Southern Highlands,Flat/Unit,2 Bedrooms,-,290,-,-,-,0.0,-1.7,-,-
2015,2,Goulburn - Yass,Total,Total,-,-,-,478.00,4767.00,-0.1,1.7,-9.6,-10.5
2015,2,Queanbeyan,Total,Total,-,-,-,633.00,4940.00,1.9,5.6,-0.2,22.4
2015,2,Snowy Mountains,Total,Total,-,-,-,338.00,1691.00,9.5,-2.0,100.0,3.4
2015,2,South Coast,Total,Total,-,-,-,624.00,5804.00,-0.2,0.3,8.1,2.3
2015,2,Bathurst,Total,Total,-,-,-,475.00,4576.00,0.0,3.7,-27.7,-1.7
2015,2,Lachlan Valley,Total,Total,-,-,-,318.00,3693.00,-1.3,0.1,-9.1,-3.6
2015,2,Lithgow - Mudgee,Total,Total,-,-,-,442.00,3963.00,0.5,-1.0,-11.8,-8.5
2015,2,Orange,Total,Total,-,-,-,586.00,5221.00,1.0,3.8,-8.0,-3.5
2015,2,Clarence Valley,Total,Total,-,-,-,448.00,4379.00,0.0,1.3,6.7,11.4
2015,2,Coffs Harbour,Total,Total,-,-,-,956.00,8931.00,0.5,0.9,4.0,5.4
2015,2,Bourke - Cobar - Coonamble,Total,Total,-,-,-,137.00,1636.00,0.9,0.1,6.2,-24.3
2015,2,Broken Hill and Far West,Total,Total,-,-,-,152.00,1742.00,2.7,1.8,-4.4,-5.6
2015,2,Dubbo,Total,Total,-,-,-,608.00,5730.00,1.3,2.8,-4.9,2.5
2015,2,Lower Hunter,Total,Total,-,-,-,813.00,7242.00,1.2,4.8,-1.5,5.4
2015,2,Upper Hunter,Total,Total,-,-,-,412.00,3406.00,0.6,6.9,-5.9,-7.0
2015,2,Great Lakes,Total,Total,-,-,-,289.00,2992.00,0.1,1.1,12.9,-5.6
2015,2,Kempsey - Nambucca,Total,Total,-,-,-,374.00,4236.00,0.4,1.5,3.3,-5.8
